8.4975,0.64238,0.61659,0.37068,0.28449
8.9022,0.56375,0.54026,0.3235,0.24868
9.326,0.49434,0.47287,0.28178,0.21688
9.7701,0.43346,0.41387,0.24543,0.18913
10.235,0.38008,0.36222,0.21376,0.16493
10.723,0.33327,0.31702,0.18619,0.14382
11.233,0.29222,0.27746,0.16216,0.12541
11.768,0.25603,0.24261,0.14096,0.1091
12.328,0.22432,0.21213,0.12253,0.094912
12.915,0.19653,0.18549,0.10651,0.082568
13.53,0.17219,0.16219,0.092588,0.071829
14.175,0.15085,0.14181,0.080472,0.062476
14.85,0.13207,0.1239,0.069816,0.054225
15.557,0.11564,0.10825,0.060572,0.047063
16.298,0.10124,0.094579,0.052552,0.040848
17.074,0.08864,0.082634,0.045594,0.035453
17.886,0.077601,0.072192,0.039547,0.030762
18.738,0.06791,0.063036,0.034245,0.026642
19.63,0.059428,0.055041,0.029654,0.023073
20.565,0.052005,0.04806,0.025679,0.019983
21.544,0.045509,0.041965,0.022236,0.017307
22.57,0.039823,0.036639,0.019249,0.014983
23.645,0.034838,0.031977,0.016637,0.012951
24.771,0.030478,0.027908,0.014379,0.011194
25.95,0.026663,0.024356,0.012428,0.0096751
27.186,0.023325,0.021257,0.010742,0.0083626
28.48,0.020405,0.01855,0.0092806,0.0072251
29.836,0.017847,0.016183,0.0080062,0.0062331
31.257,0.01561,0.014118,0.0069069,0.0053773
32.745,0.013653,0.012316,0.0059586,0.0046391
34.305,0.011941,0.010745,0.0051405,0.0040022
35.938,0.010444,0.0093728,0.0044323,0.003451
37.649,0.0091327,0.0081736,0.0038164,0.0029717
39.442,0.0079861,0.0071279,0.0032861,0.002559
41.32,0.0069835,0.0062159,0.0028295,0.0022036
43.288,0.0061067,0.0054207,0.0024363,0.0018976
45.349,0.0053394,0.0047264,0.0020965,0.0016331
47.508,0.0046675,0.0041196,0.0018015,0.0014037
49.77,0.0040802,0.0035907,0.0015481,0.0012065
52.14,0.0035667,0.0031297,0.0013303,0.001037
54.623,0.0031179,0.0027279,0.0011432,0.00089136
57.224,0.0027251,0.0023771,0.0009816,0.0007656
59.948,0.0023812,0.0020705,0.00084174,0.00065678
62.803,0.0020807,0.0018034,0.00072182,0.00056343
65.793,0.0018181,0.0015708,0.00061898,0.00048335
68.926,0.0015887,0.0013682,0.0005308,0.00041466
72.208,0.0013881,0.0011914,0.00045477,0.00035541
75.646,0.0012126,0.001037,0.00038914,0.00030427
79.248,0.0010593,0.00090262,0.00033298,0.0002605
83.022,0.00092539,0.00078566,0.00028493,0.00022302
86.975,0.00080841,0.00068385,0.00024382,0.00019093
91.116,0.00070612,0.00059502,0.00020842,0.0001633
95.455,0.00061667,0.00051753,0.00017797,0.0001395
100.0,0.00053856,0.00045012,0.00015196,0.00011918
1.0,219.92,212.98,134.38,96.039
1.0476,194.43,188.57,119.24,85.237
1.0975,171.89,166.95,105.81,75.649
1.1498,151.92,147.7,93.793,67.087
1.2045,134.22,130.58,83.061,59.451
1.2619,118.59,115.44,73.558,52.684
1.3219,104.78,102.05,65.141,46.688
1.3849,92.572,90.222,57.687,41.373
1.4508,81.713,79.712,51.033,36.635
1.5199,72.078,70.395,45.112,32.421
1.5923,63.58,62.167,39.878,28.691
1.6681,56.083,54.9,35.251,25.39
1.7475,49.47,48.482,31.16,22.469
1.8307,43.682,42.816,27.514,19.867
1.9179,38.595,37.811,24.278,17.558
2.0092,34.101,33.392,21.423,15.517
2.1049,30.129,29.489,18.903,13.713
2.2051,26.621,26.042,16.68,12.119
2.3101,23.491,22.974,14.702,10.7
2.4201,20.718,20.257,12.951,9.4428
2.5354,18.271,17.861,11.408,8.3334
2.6561,16.114,15.749,10.049,7.3542
2.7826,14.211,13.886,8.8525,6.4901
2.9151,12.502,12.224,7.7888,5.7213
3.0539,10.989,10.755,6.8497,5.0415
3.1993,9.6584,9.4628,6.0238,4.4424
3.3516,8.4891,8.3255,5.2975,3.9144
3.5112,7.4612,7.3249,4.6588,3.4492
3.6784,6.5663,6.4435,4.0915,3.0353
3.8535,5.7809,5.6679,3.5918,2.6701
4.037,5.0893,4.9856,3.1532,2.3488
4.2292,4.4805,4.3854,2.7681,2.0661
4.4306,3.9445,3.8575,2.43,1.8174
4.6416,3.4695,3.3896,2.13,1.5963
4.8626,3.0511,2.9777,1.8664,1.4016
5.0941,2.6831,2.6159,1.6355,1.2306
5.3367,2.3595,2.298,1.4331,1.0805
5.5908,2.0749,2.0188,1.2557,0.94864
5.857,1.8231,1.7716,1.0986,0.83151
6.1359,1.6016,1.5544,0.96085,0.72866
6.4281,1.4071,1.3639,0.8404,0.63852
6.7342,1.2361,1.1967,0.73505,0.55952
7.0548,1.0859,1.05,0.6429,0.49029
7.3907,0.95323,0.92023,0.56134,0.42879
7.7426,0.83668,0.80646,0.49005,0.37494
8.1113,0.73438,0.70675,0.42781,0.32785
8.4975,0.64457,0.61936,0.37348,0.28667
8.9022,0.56575,0.54278,0.32605,0.25066
9.326,0.49616,0.47516,0.28409,0.21868
9.7701,0.43512,0.41595,0.24752,0.19076
10.235,0.38158,0.36411,0.21566,0.16641
10.723,0.33463,0.31873,0.1879,0.14516
11.233,0.29345,0.279,0.1637,0.12662
11.768,0.25714,0.24401,0.14235,0.11019
12.328,0.22532,0.2134,0.12379,0.095896
12.915,0.19744,0.18663,0.10764,0.083453
13.53,0.17301,0.16321,0.093605,0.072625
14.175,0.15159,0.14273,0.081385,0.063191
14.85,0.13274,0.12473,0.070636,0.054866
15.557,0.11623,0.109,0.061307,0.047638
16.298,0.10178,0.095248,0.053209,0.041362
17.074,0.089122,0.083234,0.046182,0.035913
17.886,0.078033,0.072729,0.040073,0.031173
18.738,0.068296,0.063517,0.034714,0.027009
19.63,0.059773,0.055471,0.030072,0.023401
20.565,0.052314,0.048444,0.026051,0.020274
21.544,0.045785,0.042307,0.022568,0.017566
22.57,0.040069,0.036944,0.019543,0.015214
23.645,0.035058,0.032248,0.016898,0.013155
24.771,0.030673,0.028149,0.014611,0.011375
25.95,0.026837,0.024571,0.012634,0.0098359
27.186,0.02348,0.021448,0.010924,0.008505
28.48,0.020542,0.01872,0.0094417,0.0073511
29.836,0.017969,0.016333,0.0081486,0.0063444
31.257,0.015718,0.014251,0.0070325,0.0054756
32.745,0.013749,0.012435,0.0060694,0.0047258
34.305,0.012027,0.010849,0.0052382,0.0040787
35.938,0.010519,0.0094653,0.0045184,0.0035184
37.649,0.0091995,0.0082553,0.0038921,0.0030309
39.442,0.0080452,0.0072,0.0033526,0.002611
41.32,0.0070357,0.0062796,0.0028879,0.0022493
43.288,0.0061529,0.0054768,0.0024877,0.0019378
45.349,0.0053802,0.0047759,0.0021415,0.0016683
47.508,0.0047035,0.0041632,0.0018409,0.0014345
49.77,0.0041119,0.0036291,0.0015825,0.0012335
52.14,0.0035947,0.0031635,0.0013604,0.0010606
54.623,0.0031426,0.0027576,0.0011695,0.00091198
57.224,0.0027469,0.0024032,0.0010046,0.0007836
59.948,0.0024004,0.0020934,0.00086176,0.00067246
62.803,0.0020976,0.0018235,0.00073925,0.00057709
65.793,0.001833,0.0015884,0.00063416,0.00049525
68.926,0.0016017,0.0013836,0.00054401,0.00042501
72.208,0.0013995,0.0012049,0.00046625,0.00036442
75.646,0.0012227,0.0010488,0.00039909,0.00031209
79.248,0.0010681,0.00091297,0.00034161,0.00026727
83.022,0.00093316,0.00079471,0.00029241,0.00022889
86.975,0.00081523,0.00069177,0.0002503,0.00019602
91.116,0.0007121,0.00060194,0.00021403,0.0001677
95.455,0.00062191,0.00052356,0.00018281,0.00014331
100.0,0.00054315,0.00045538,0.00015614,0.00012246
1.0,219.97,213.04,134.44,96.086
1.0476,194.47,188.62,119.3,85.28
1.0975,171.93,167.01,105.86,75.689
1.1498,151.95,147.75,93.842,67.124
1.2045,134.26,130.62,83.107,59.485
1.2619,118.62,115.48,73.599,52.715
1.3219,104.8,102.09,65.179,46.716
1.3849,92.596,90.255,57.723,41.399
1.4508,81.736,79.743,51.066,36.659
1.5199,72.1,70.424,45.142,32.443
1.5923,63.599,62.193,39.906,28.712
1.6681,56.101,54.924,35.277,25.409
1.7475,49.486,48.505,31.184,22.487
1.8307,43.697,42.837,27.537,19.884
1.9179,38.61,37.831,24.299,17.573
2.0092,34.114,33.41,21.442,15.531
2.1049,30.142,29.506,18.922,13.726
2.2051,26.632,26.058,16.697,12.131
2.3101,23.502,22.989,14.717,10.711
2.4201,20.728,20.271,12.965,9.4537
2.5354,18.281,17.874,11.422,8.3436
2.6561,16.123,15.761,10.062,7.3637
2.7826,14.219,13.897,8.8642,6.4989
2.9151,12.51,12.235,7.7997,5.7295
3.0539,10.996,10.765,6.8599,5.0492
3.1993,9.6654,9.472,6.0333,4.4496
3.3516,8.4956,8.3341,5.3063,3.9211
3.5112,7.4673,7.3328,4.6669,3.4554
3.6784,6.572,6.4509,4.099,3.0411
3.8535,5.7862,5.6748,3.5989,2.6754
4.037,5.0943,4.992,3.1597,2.3537
4.2292,4.4851,4.3913,2.7741,2.0707
4.4306,3.9487,3.8629,2.4356,1.8217
4.6416,3.4734,3.3946,2.1352,1.6002
4.8626,3.0547,2.9824,1.8712,1.4052
5.0941,2.6865,2.6202,1.6399,1.234
5.3367,2.3626,2.302,1.4371,1.0836
5.5908,2.0777,2.0224,1.2594,0.95151
5.857,1.8257,1.7749,1.102,0.83415
6.1359,1.604,1.5575,0.96399,0.73108
6.4281,1.4093,1.3667,0.84328,0.64074
6.7342,1.2382,1.1992,0.73768,0.56156
7.0548,1.0878,1.0523,0.64531,0.49215
7.3907,0.95494,0.92239,0.56353,0.43049
7.7426,0.83824,0.80844,0.49205,0.3765
8.1113,0.7358,0.70855,0.42964,0.32927
8.4975,0.64587,0.62101,0.37514,0.28796
8.9022,0.56693,0.54427,0.32755,0.25183
9.326,0.49724,0.47651,0.28546,0.21974
9.7701,0.4361,0.41718,0.24876,0.19173
10.235,0.38247,0.36523,0.21678,0.16728
10.723,0.33544,0.31975,0.18891,0.14595
11.233,0.29418,0.27992,0.16462,0.12733
11.768,0.2578,0.24483,0.14318,0.11084
12.328,0.22592,0.21414,0.12453,0.096478
12.915,0.19798,0.1873,0.10831,0.083977
13.53,0.17349,0.16382,0.094207,0.073096
14.175,0.15203,0.14328,0.081926,0.063614
14.85,0.13313,0.12522,0.071121,0.055246
15.557,0.11659,0.10944,0.061741,0.047978
16.298,0.1021,0.095644,0.053599,0.041667
17.074,0.089407,0.083589,0.04653,0.036185
17.886,0.078289,0.073048,0.040384,0.031417
18.738,0.068525,0.063801,0.034992,0.027226
19.63,0.059978,0.055725,0.030319,0.023594
20.565,0.052497,0.048671,0.026271,0.020447
21.544,0.045948,0.04251,0.022764,0.017719
22.57,0.040215,0.037125,0.019718,0.01535
23.645,0.035187,0.032409,0.017053,0.013276
24.771,0.030789,0.028292,0.014749,0.011482
25.95,0.026939,0.024698,0.012756,0.0099311
27.186,0.023571,0.021561,0.011032,0.0085893
28.48,0.020623,0.01882,0.0095371,0.0074257
29.836,0.018041,0.016423,0.0082328,0.0064103
31.257,0.015782,0.01433,0.0071069,0.0055337
32.745,0.013806,0.012504,0.006135,0.0047771
34.305,0.012077,0.010911,0.0052961,0.0041239
35.938,0.010564,0.00952,0.0045694,0.0035582
37.649,0.009239,0.0083036,0.0039369,0.003066
39.442,0.0080801,0.0072427,0.003392,0.0026418
41.32,0.0070666,0.0063173,0.0029225,0.0022764
43.288,0.0061802,0.0055101,0.002518,0.0019615
45.349,0.0054043,0.0048052,0.0021681,0.0016891
47.508,0.0047248,0.004189,0.0018642,0.0014527
49.77,0.0041307,0.0036518,0.0016029,0.0012494
52.14,0.0036113,0.0031834,0.0013783,0.0010746
54.623,0.0031572,0.0027752,0.0011851,0.00092417
